nan;X;Y;X;Y;Puestos equivalentes;nan;100.0
Calle 5201;35;50;35;51;26;nan;nan
Calle 5202;35;51;35;52;26;nan;nan
Calle 5203;35;52;35;53;26;nan;nan
Calle 5204;35;53;35;54;26;nan;nan
Calle 5205;35;54;35;55;26;nan;nan
Calle 5206;35;55;35;56;26;nan;nan
Calle 5207;35;56;35;57;26;nan;nan
Calle 5208;35;57;35;58;26;nan;nan
Calle 5209;35;58;35;59;26;nan;nan
Calle 5210;35;59;35;60;26;nan;nan
Calle 5211;36;0;36;1;26;nan;nan
Calle 5212;36;1;36;2;26;nan;nan
Calle 5213;36;2;36;3;26;nan;nan
Calle 5214;36;3;36;4;26;nan;nan
Calle 5215;36;4;36;5;26;nan;nan
Calle 5216;36;5;36;6;26;nan;nan
Calle 5217;36;6;36;7;26;nan;nan
Calle 5218;36;7;36;8;26;nan;nan
Calle 5219;36;8;36;9;26;nan;nan
Calle 5220;36;9;36;10;26;nan;nan
Calle 5221;36;10;36;11;26;nan;nan
Calle 5222;36;11;36;12;26;nan;nan
Calle 5223;36;12;36;13;26;nan;nan
Calle 5224;36;13;36;14;26;nan;nan
Calle 5225;36;14;36;15;26;nan;nan
Calle 5226;36;15;36;16;26;nan;nan
Calle 5227;36;16;36;17;26;nan;nan
Calle 5228;36;17;36;18;26;nan;nan
Calle 5229;36;18;36;19;26;nan;nan
Calle 5230;36;19;36;20;26;nan;nan
Calle 5231;36;20;36;21;26;nan;nan
Calle 5232;36;21;36;22;26;nan;nan
Calle 5233;36;22;36;23;26;nan;nan
Calle 5234;36;23;36;24;26;nan;nan
Calle 5235;36;24;36;25;26;nan;nan
Calle 5236;36;25;36;26;26;nan;nan
Calle 5237;36;26;36;27;26;nan;nan
Calle 5238;36;27;36;28;26;nan;nan
Calle 5239;36;28;36;29;26;nan;nan
Calle 5240;36;29;36;30;26;nan;nan
Calle 5241;36;30;36;31;26;nan;nan
Calle 5242;36;31;36;32;26;nan;nan
Calle 5243;36;32;36;33;26;nan;nan
Calle 5244;36;33;36;34;26;nan;nan
Calle 5245;36;34;36;35;26;nan;nan
Calle 5246;36;35;36;36;26;nan;nan
Calle 5247;36;36;36;37;26;nan;nan
Calle 5248;36;37;36;38;26;nan;nan
Calle 5249;36;38;36;39;26;nan;nan
Calle 5250;36;39;36;40;26;nan;nan
Calle 5251;36;40;36;41;26;nan;nan
Calle 5252;36;41;36;42;26;nan;nan
Calle 5253;36;42;36;43;26;nan;nan
Calle 5254;36;43;36;44;26;nan;nan
Calle 5255;36;44;36;45;26;nan;nan
Calle 5256;36;45;36;46;26;nan;nan
Calle 5257;36;46;36;47;26;nan;nan
Calle 5258;36;47;36;48;26;nan;nan
Calle 5259;36;48;36;49;26;nan;nan
Calle 5260;36;49;36;50;26;nan;nan
Calle 5261;36;50;36;51;26;nan;nan
Calle 5262;36;51;36;52;26;nan;nan
Calle 5263;36;52;36;53;26;nan;nan
Calle 5264;36;53;36;54;26;nan;nan
Calle 5265;36;54;36;55;26;nan;nan
Calle 5266;36;55;36;56;26;nan;nan
Calle 5267;36;56;36;57;26;nan;nan
Calle 5268;36;57;36;58;26;nan;nan
Calle 5269;36;58;36;59;26;nan;nan
Calle 5270;36;59;36;60;26;nan;nan
Calle 5271;37;0;37;1;26;nan;nan
Calle 5272;37;1;37;2;26;nan;nan
Calle 5273;37;2;37;3;26;nan;nan
Calle 5274;37;3;37;4;26;nan;nan
Calle 5275;37;4;37;5;26;nan;nan
Calle 5276;37;5;37;6;26;nan;nan
Calle 5277;37;6;37;7;26;nan;nan
Calle 5278;37;7;37;8;26;nan;nan
Calle 5279;37;8;37;9;26;nan;nan
Calle 5280;37;9;37;10;26;nan;nan
Calle 5281;37;10;37;11;26;nan;nan
Calle 5282;37;11;37;12;26;nan;nan
Calle 5283;37;12;37;13;26;nan;nan
Calle 5284;37;13;37;14;26;nan;nan
Calle 5285;37;14;37;15;26;nan;nan
Calle 5286;37;15;37;16;26;nan;nan
Calle 5287;37;16;37;17;26;nan;nan
Calle 5288;37;17;37;18;26;nan;nan
Calle 5289;37;18;37;19;26;nan;nan
Calle 5290;37;19;37;20;26;nan;nan
Calle 5291;37;20;37;21;26;nan;nan
Calle 5292;37;21;37;22;26;nan;nan
Calle 5293;37;22;37;23;26;nan;nan
Calle 5294;37;23;37;24;26;nan;nan
Calle 5295;37;24;37;25;26;nan;nan
Calle 5296;37;25;37;26;26;nan;nan
Calle 5297;37;26;37;27;26;nan;nan
Calle 5298;37;27;37;28;26;nan;nan
Calle 5299;37;28;37;29;26;nan;nan
Calle 5300;37;29;37;30;26;nan;nan
Calle 5301;37;30;37;31;26;nan;nan
Calle 5302;37;31;37;32;26;nan;nan
Calle 5303;37;32;37;33;26;nan;nan
Calle 5304;37;33;37;34;26;nan;nan
Calle 5305;37;34;37;35;26;nan;nan
Calle 5306;37;35;37;36;26;nan;nan
Calle 5307;37;36;37;37;26;nan;nan
Calle 5308;37;37;37;38;26;nan;nan
Calle 5309;37;38;37;39;26;nan;nan
Calle 5310;37;39;37;40;26;nan;nan
Calle 5311;37;40;37;41;26;nan;nan
Calle 5312;37;41;37;42;26;nan;nan
Calle 5313;37;42;37;43;26;nan;nan
Calle 5314;37;43;37;44;26;nan;nan
Calle 5315;37;44;37;45;26;nan;nan
Calle 5316;37;45;37;46;26;nan;nan
Calle 5317;37;46;37;47;26;nan;nan
Calle 5318;37;47;37;48;26;nan;nan
Calle 5319;37;48;37;49;26;nan;nan
Calle 5320;37;49;37;50;26;nan;nan
Calle 5321;37;50;37;51;26;nan;nan
Calle 5322;37;51;37;52;26;nan;nan
Calle 5323;37;52;37;53;26;nan;nan
Calle 5324;37;53;37;54;26;nan;nan
Calle 5325;37;54;37;55;26;nan;nan
Calle 5326;37;55;37;56;26;nan;nan
Calle 5327;37;56;37;57;26;nan;nan
Calle 5328;37;57;37;58;26;nan;nan
Calle 5329;37;58;37;59;26;nan;nan
Calle 5330;37;59;37;60;26;nan;nan
Calle 5331;38;0;38;1;26;nan;nan
Calle 5332;38;1;38;2;26;nan;nan
Calle 5333;38;2;38;3;26;nan;nan
Calle 5334;38;3;38;4;26;nan;nan
Calle 5335;38;4;38;5;26;nan;nan
Calle 5336;38;5;38;6;26;nan;nan
Calle 5337;38;6;38;7;26;nan;nan
Calle 5338;38;7;38;8;26;nan;nan
Calle 5339;38;8;38;9;26;nan;nan
Calle 5340;38;9;38;10;26;nan;nan
Calle 5341;38;10;38;11;26;nan;nan
Calle 5342;38;11;38;12;26;nan;nan
Calle 5343;38;12;38;13;26;nan;nan
Calle 5344;38;13;38;14;26;nan;nan
Calle 5345;38;14;38;15;26;nan;nan
Calle 5346;38;15;38;16;26;nan;nan
Calle 5347;38;16;38;17;26;nan;nan
Calle 5348;38;17;38;18;26;nan;nan
Calle 5349;38;18;38;19;26;nan;nan
Calle 5350;38;19;38;20;26;nan;nan
Calle 5351;38;20;38;21;26;nan;nan
Calle 5352;38;21;38;22;26;nan;nan
Calle 5353;38;22;38;23;26;nan;nan
Calle 5354;38;23;38;24;26;nan;nan
Calle 5355;38;24;38;25;26;nan;nan
Calle 5356;38;25;38;26;26;nan;nan
Calle 5357;38;26;38;27;26;nan;nan
Calle 5358;38;27;38;28;26;nan;nan
Calle 5359;38;28;38;29;26;nan;nan
Calle 5360;38;29;38;30;26;nan;nan
Calle 5361;38;30;38;31;26;nan;nan
Calle 5362;38;31;38;32;26;nan;nan
Calle 5363;38;32;38;33;26;nan;nan
Calle 5364;38;33;38;34;26;nan;nan
Calle 5365;38;34;38;35;26;nan;nan
Calle 5366;38;35;38;36;26;nan;nan
Calle 5367;38;36;38;37;26;nan;nan
Calle 5368;38;37;38;38;26;nan;nan
Calle 5369;38;38;38;39;26;nan;nan
Calle 5370;38;39;38;40;26;nan;nan
Calle 5371;38;40;38;41;26;nan;nan
Calle 5372;38;41;38;42;26;nan;nan
Calle 5373;38;42;38;43;26;nan;nan
Calle 5374;38;43;38;44;26;nan;nan
Calle 5375;38;44;38;45;26;nan;nan
Calle 5376;38;45;38;46;26;nan;nan
Calle 5377;38;46;38;47;26;nan;nan
Calle 5378;38;47;38;48;26;nan;nan
Calle 5379;38;48;38;49;26;nan;nan
Calle 5380;38;49;38;50;26;nan;nan
Calle 5381;38;50;38;51;26;nan;nan
Calle 5382;38;51;38;52;26;nan;nan
Calle 5383;38;52;38;53;26;nan;nan
Calle 5384;38;53;38;54;26;nan;nan
Calle 5385;38;54;38;55;26;nan;nan
Calle 5386;38;55;38;56;26;nan;nan
Calle 5387;38;56;38;57;26;nan;nan
Calle 5388;38;57;38;58;26;nan;nan
Calle 5389;38;58;38;59;26;nan;nan
Calle 5390;38;59;38;60;26;nan;nan
Calle 5391;39;0;39;1;26;nan;nan
Calle 5392;39;1;39;2;26;nan;nan
Calle 5393;39;2;39;3;26;nan;nan
Calle 5394;39;3;39;4;26;nan;nan
Calle 5395;39;4;39;5;26;nan;nan
Calle 5396;39;5;39;6;26;nan;nan
Calle 5397;39;6;39;7;26;nan;nan
Calle 5398;39;7;39;8;26;nan;nan
Calle 5399;39;8;39;9;26;nan;nan
Calle 5400;39;9;39;10;26;nan;nan
Calle 5401;39;10;39;11;26;nan;nan
Calle 5402;39;11;39;12;26;nan;nan
Calle 5403;39;12;39;13;26;nan;nan
Calle 5404;39;13;39;14;26;nan;nan
Calle 5405;39;14;39;15;26;nan;nan
Calle 5406;39;15;39;16;26;nan;nan
Calle 5407;39;16;39;17;26;nan;nan
Calle 5408;39;17;39;18;26;nan;nan
Calle 5409;39;18;39;19;26;nan;nan
Calle 5410;39;19;39;20;26;nan;nan
Calle 5411;39;20;39;21;26;nan;nan
Calle 5412;39;21;39;22;26;nan;nan
Calle 5413;39;22;39;23;26;nan;nan
Calle 5414;39;23;39;24;26;nan;nan
Calle 5415;39;24;39;25;26;nan;nan
Calle 5416;39;25;39;26;26;nan;nan
Calle 5417;39;26;39;27;26;nan;nan
Calle 5418;39;27;39;28;26;nan;nan
Calle 5419;39;28;39;29;26;nan;nan
Calle 5420;39;29;39;30;26;nan;nan
Calle 5421;39;30;39;31;26;nan;nan
Calle 5422;39;31;39;32;26;nan;nan
Calle 5423;39;32;39;33;26;nan;nan
Calle 5424;39;33;39;34;26;nan;nan
Calle 5425;39;34;39;35;26;nan;nan
Calle 5426;39;35;39;36;26;nan;nan
Calle 5427;39;36;39;37;26;nan;nan
Calle 5428;39;37;39;38;26;nan;nan
Calle 5429;39;38;39;39;26;nan;nan
Calle 5430;39;39;39;40;26;nan;nan
Calle 5431;39;40;39;41;26;nan;nan
Calle 5432;39;41;39;42;26;nan;nan
Calle 5433;39;42;39;43;26;nan;nan
Calle 5434;39;43;39;44;26;nan;nan
Calle 5435;39;44;39;45;26;nan;nan
Calle 5436;39;45;39;46;26;nan;nan
Calle 5437;39;46;39;47;26;nan;nan
Calle 5438;39;47;39;48;26;nan;nan
Calle 5439;39;48;39;49;26;nan;nan
Calle 5440;39;49;39;50;26;nan;nan
Calle 5441;39;50;39;51;26;nan;nan
Calle 5442;39;51;39;52;26;nan;nan
Calle 5443;39;52;39;53;26;nan;nan
Calle 5444;39;53;39;54;26;nan;nan
Calle 5445;39;54;39;55;26;nan;nan
Calle 5446;39;55;39;56;26;nan;nan
Calle 5447;39;56;39;57;26;nan;nan
Calle 5448;39;57;39;58;26;nan;nan
Calle 5449;39;58;39;59;26;nan;nan
Calle 5450;39;59;39;60;26;nan;nan
Calle 5451;40;0;40;1;26;nan;nan
Calle 5452;40;1;40;2;26;nan;nan
Calle 5453;40;2;40;3;26;nan;nan
Calle 5454;40;3;40;4;26;nan;nan
Calle 5455;40;4;40;5;26;nan;nan
Calle 5456;40;5;40;6;26;nan;nan
Calle 5457;40;6;40;7;26;nan;nan
Calle 5458;40;7;40;8;26;nan;nan
Calle 5459;40;8;40;9;26;nan;nan
Calle 5460;40;9;40;10;26;nan;nan
Calle 5461;40;10;40;11;26;nan;nan
Calle 5462;40;11;40;12;26;nan;nan
Calle 5463;40;12;40;13;26;nan;nan
Calle 5464;40;13;40;14;26;nan;nan
Calle 5465;40;14;40;15;26;nan;nan
Calle 5466;40;15;40;16;26;nan;nan
Calle 5467;40;16;40;17;26;nan;nan
Calle 5468;40;17;40;18;26;nan;nan
Calle 5469;40;18;40;19;26;nan;nan
Calle 5470;40;19;40;20;26;nan;nan
Calle 5471;40;20;40;21;26;nan;nan
Calle 5472;40;21;40;22;26;nan;nan
Calle 5473;40;22;40;23;26;nan;nan
Calle 5474;40;23;40;24;26;nan;nan
Calle 5475;40;24;40;25;26;nan;nan
Calle 5476;40;25;40;26;26;nan;nan
Calle 5477;40;26;40;27;26;nan;nan
Calle 5478;40;27;40;28;26;nan;nan
Calle 5479;40;28;40;29;26;nan;nan
Calle 5480;40;29;40;30;26;nan;nan
Calle 5481;40;30;40;31;26;nan;nan
Calle 5482;40;31;40;32;26;nan;nan
Calle 5483;40;32;40;33;26;nan;nan
Calle 5484;40;33;40;34;26;nan;nan
Calle 5485;40;34;40;35;26;nan;nan
Calle 5486;40;35;40;36;26;nan;nan
Calle 5487;40;36;40;37;26;nan;nan
Calle 5488;40;37;40;38;26;nan;nan
Calle 5489;40;38;40;39;26;nan;nan
Calle 5490;40;39;40;40;26;nan;nan
Calle 5491;40;40;40;41;26;nan;nan
Calle 5492;40;41;40;42;26;nan;nan
Calle 5493;40;42;40;43;26;nan;nan
Calle 5494;40;43;40;44;26;nan;nan
Calle 5495;40;44;40;45;26;nan;nan
Calle 5496;40;45;40;46;26;nan;nan
Calle 5497;40;46;40;47;26;nan;nan
Calle 5498;40;47;40;48;26;nan;nan
Calle 5499;40;48;40;49;26;nan;nan
Calle 5500;40;49;40;50;26;nan;nan
Calle 5501;40;50;40;51;26;nan;nan
Calle 5502;40;51;40;52;26;nan;nan
Calle 5503;40;52;40;53;26;nan;nan
Calle 5504;40;53;40;54;26;nan;nan
Calle 5505;40;54;40;55;26;nan;nan
Calle 5506;40;55;40;56;26;nan;nan
Calle 5507;40;56;40;57;26;nan;nan
Calle 5508;40;57;40;58;26;nan;nan
Calle 5509;40;58;40;59;26;nan;nan
Calle 5510;40;59;40;60;26;nan;nan
Calle 5511;41;0;41;1;26;nan;nan
Calle 5512;41;1;41;2;26;nan;nan
Calle 5513;41;2;41;3;26;nan;nan
Calle 5514;41;3;41;4;26;nan;nan
Calle 5515;41;4;41;5;26;nan;nan
Calle 5516;41;5;41;6;26;nan;nan
Calle 5517;41;6;41;7;26;nan;nan
Calle 5518;41;7;41;8;26;nan;nan
Calle 5519;41;8;41;9;26;nan;nan
Calle 5520;41;9;41;10;26;nan;nan
Calle 5521;41;10;41;11;26;nan;nan
Calle 5522;41;11;41;12;26;nan;nan
Calle 5523;41;12;41;13;26;nan;nan
Calle 5524;41;13;41;14;26;nan;nan
Calle 5525;41;14;41;15;26;nan;nan
Calle 5526;41;15;41;16;26;nan;nan
Calle 5527;41;16;41;17;26;nan;nan
Calle 5528;41;17;41;18;26;nan;nan
Calle 5529;41;18;41;19;26;nan;nan
Calle 5530;41;19;41;20;26;nan;nan
Calle 5531;41;20;41;21;26;nan;nan
Calle 5532;41;21;41;22;26;nan;nan
Calle 5533;41;22;41;23;26;nan;nan
Calle 5534;41;23;41;24;26;nan;nan
Calle 5535;41;24;41;25;26;nan;nan
Calle 5536;41;25;41;26;26;nan;nan
Calle 5537;41;26;41;27;26;nan;nan
Calle 5538;41;27;41;28;26;nan;nan
Calle 5539;41;28;41;29;26;nan;nan
Calle 5540;41;29;41;30;26;nan;nan
Calle 5541;41;30;41;31;26;nan;nan
Calle 5542;41;31;41;32;26;nan;nan
Calle 5543;41;32;41;33;26;nan;nan
Calle 5544;41;33;41;34;26;nan;nan
Calle 5545;41;34;41;35;26;nan;nan
Calle 5546;41;35;41;36;26;nan;nan
Calle 5547;41;36;41;37;26;nan;nan
Calle 5548;41;37;41;38;26;nan;nan
Calle 5549;41;38;41;39;26;nan;nan
Calle 5550;41;39;41;40;26;nan;nan
Calle 5551;41;40;41;41;26;nan;nan
Calle 5552;41;41;41;42;26;nan;nan
Calle 5553;41;42;41;43;26;nan;nan
Calle 5554;41;43;41;44;26;nan;nan
Calle 5555;41;44;41;45;26;nan;nan
Calle 5556;41;45;41;46;26;nan;nan
Calle 5557;41;46;41;47;26;nan;nan
Calle 5558;41;47;41;48;26;nan;nan
Calle 5559;41;48;41;49;26;nan;nan
Calle 5560;41;49;41;50;26;nan;nan
Calle 5561;41;50;41;51;26;nan;nan
Calle 5562;41;51;41;52;26;nan;nan
Calle 5563;41;52;41;53;26;nan;nan
Calle 5564;41;53;41;54;26;nan;nan
Calle 5565;41;54;41;55;26;nan;nan
Calle 5566;41;55;41;56;26;nan;nan
Calle 5567;41;56;41;57;26;nan;nan
Calle 5568;41;57;41;58;26;nan;nan
Calle 5569;41;58;41;59;26;nan;nan
Calle 5570;41;59;41;60;26;nan;nan
Calle 5571;42;0;42;1;26;nan;nan
Calle 5572;42;1;42;2;26;nan;nan
Calle 5573;42;2;42;3;26;nan;nan
Calle 5574;42;3;42;4;26;nan;nan
Calle 5575;42;4;42;5;26;nan;nan
Calle 5576;42;5;42;6;26;nan;nan
Calle 5577;42;6;42;7;26;nan;nan
Calle 5578;42;7;42;8;26;nan;nan
Calle 5579;42;8;42;9;26;nan;nan
Calle 5580;42;9;42;10;26;nan;nan
Calle 5581;42;10;42;11;26;nan;nan
Calle 5582;42;11;42;12;26;nan;nan
Calle 5583;42;12;42;13;26;nan;nan
Calle 5584;42;13;42;14;26;nan;nan
Calle 5585;42;14;42;15;26;nan;nan
Calle 5586;42;15;42;16;26;nan;nan
Calle 5587;42;16;42;17;26;nan;nan
Calle 5588;42;17;42;18;26;nan;nan
Calle 5589;42;18;42;19;26;nan;nan
Calle 5590;42;19;42;20;26;nan;nan
Calle 5591;42;20;42;21;26;nan;nan
Calle 5592;42;21;42;22;26;nan;nan
Calle 5593;42;22;42;23;26;nan;nan
Calle 5594;42;23;42;24;26;nan;nan
Calle 5595;42;24;42;25;26;nan;nan
Calle 5596;42;25;42;26;26;nan;nan
Calle 5597;42;26;42;27;26;nan;nan
Calle 5598;42;27;42;28;26;nan;nan
Calle 5599;42;28;42;29;26;nan;nan
Calle 5600;42;29;42;30;26;nan;nan
Calle 5601;42;30;42;31;26;nan;nan
Calle 5602;42;31;42;32;26;nan;nan
Calle 5603;42;32;42;33;26;nan;nan
Calle 5604;42;33;42;34;26;nan;nan
Calle 5605;42;34;42;35;26;nan;nan
Calle 5606;42;35;42;36;26;nan;nan
Calle 5607;42;36;42;37;26;nan;nan
Calle 5608;42;37;42;38;26;nan;nan
Calle 5609;42;38;42;39;26;nan;nan
Calle 5610;42;39;42;40;26;nan;nan
Calle 5611;42;40;42;41;26;nan;nan
Calle 5612;42;41;42;42;26;nan;nan
Calle 5613;42;42;42;43;26;nan;nan
Calle 5614;42;43;42;44;26;nan;nan
Calle 5615;42;44;42;45;26;nan;nan
Calle 5616;42;45;42;46;26;nan;nan
Calle 5617;42;46;42;47;26;nan;nan
Calle 5618;42;47;42;48;26;nan;nan
Calle 5619;42;48;42;49;26;nan;nan
Calle 5620;42;49;42;50;26;nan;nan
Calle 5621;42;50;42;51;26;nan;nan
Calle 5622;42;51;42;52;26;nan;nan
Calle 5623;42;52;42;53;26;nan;nan
Calle 5624;42;53;42;54;26;nan;nan
Calle 5625;42;54;42;55;26;nan;nan
Calle 5626;42;55;42;56;26;nan;nan
Calle 5627;42;56;42;57;26;nan;nan
Calle 5628;42;57;42;58;26;nan;nan
Calle 5629;42;58;42;59;26;nan;nan
Calle 5630;42;59;42;60;26;nan;nan
Calle 5631;43;0;43;1;26;nan;nan
Calle 5632;43;1;43;2;26;nan;nan
Calle 5633;43;2;43;3;26;nan;nan
Calle 5634;43;3;43;4;26;nan;nan
Calle 5635;43;4;43;5;26;nan;nan
Calle 5636;43;5;43;6;26;nan;nan
Calle 5637;43;6;43;7;26;nan;nan
Calle 5638;43;7;43;8;26;nan;nan
Calle 5639;43;8;43;9;26;nan;nan
Calle 5640;43;9;43;10;26;nan;nan
Calle 5641;43;10;43;11;26;nan;nan
Calle 5642;43;11;43;12;26;nan;nan
Calle 5643;43;12;43;13;26;nan;nan
Calle 5644;43;13;43;14;26;nan;nan
Calle 5645;43;14;43;15;26;nan;nan
Calle 5646;43;15;43;16;26;nan;nan
Calle 5647;43;16;43;17;26;nan;nan
Calle 5648;43;17;43;18;26;nan;nan
Calle 5649;43;18;43;19;26;nan;nan
Calle 5650;43;19;43;20;26;nan;nan
Calle 5651;43;20;43;21;26;nan;nan
Calle 5652;43;21;43;22;26;nan;nan
Calle 5653;43;22;43;23;26;nan;nan
Calle 5654;43;23;43;24;26;nan;nan
Calle 5655;43;24;43;25;26;nan;nan
Calle 5656;43;25;43;26;26;nan;nan
Calle 5657;43;26;43;27;26;nan;nan
Calle 5658;43;27;43;28;26;nan;nan
Calle 5659;43;28;43;29;26;nan;nan
Calle 5660;43;29;43;30;26;nan;nan
Calle 5661;43;30;43;31;26;nan;nan
Calle 5662;43;31;43;32;26;nan;nan
Calle 5663;43;32;43;33;26;nan;nan
Calle 5664;43;33;43;34;26;nan;nan
Calle 5665;43;34;43;35;26;nan;nan
Calle 5666;43;35;43;36;26;nan;nan
Calle 5667;43;36;43;37;26;nan;nan
Calle 5668;43;37;43;38;26;nan;nan
Calle 5669;43;38;43;39;26;nan;nan
Calle 5670;43;39;43;40;26;nan;nan
Calle 5671;43;40;43;41;26;nan;nan
Calle 5672;43;41;43;42;26;nan;nan
Calle 5673;43;42;43;43;26;nan;nan
Calle 5674;43;43;43;44;26;nan;nan
Calle 5675;43;44;43;45;26;nan;nan
Calle 5676;43;45;43;46;26;nan;nan
Calle 5677;43;46;43;47;26;nan;nan
Calle 5678;43;47;43;48;26;nan;nan
Calle 5679;43;48;43;49;26;nan;nan
Calle 5680;43;49;43;50;26;nan;nan
Calle 5681;43;50;43;51;26;nan;nan
Calle 5682;43;51;43;52;26;nan;nan
Calle 5683;43;52;43;53;26;nan;nan
Calle 5684;43;53;43;54;26;nan;nan
Calle 5685;43;54;43;55;26;nan;nan
Calle 5686;43;55;43;56;26;nan;nan
Calle 5687;43;56;43;57;26;nan;nan
Calle 5688;43;57;43;58;26;nan;nan
Calle 5689;43;58;43;59;26;nan;nan
Calle 5690;43;59;43;60;26;nan;nan
Calle 5691;44;0;44;1;26;nan;nan
Calle 5692;44;1;44;2;26;nan;nan
Calle 5693;44;2;44;3;26;nan;nan
Calle 5694;44;3;44;4;26;nan;nan
Calle 5695;44;4;44;5;26;nan;nan
Calle 5696;44;5;44;6;26;nan;nan
Calle 5697;44;6;44;7;26;nan;nan
Calle 5698;44;7;44;8;26;nan;nan
Calle 5699;44;8;44;9;26;nan;nan
Calle 5700;44;9;44;10;26;nan;nan
Calle 5701;44;10;44;11;26;nan;nan
Calle 5702;44;11;44;12;26;nan;nan
Calle 5703;44;12;44;13;26;nan;nan
Calle 5704;44;13;44;14;26;nan;nan
Calle 5705;44;14;44;15;26;nan;nan
Calle 5706;44;15;44;16;26;nan;nan
Calle 5707;44;16;44;17;26;nan;nan
Calle 5708;44;17;44;18;26;nan;nan
Calle 5709;44;18;44;19;26;nan;nan
Calle 5710;44;19;44;20;26;nan;nan
Calle 5711;44;20;44;21;26;nan;nan
Calle 5712;44;21;44;22;26;nan;nan
Calle 5713;44;22;44;23;26;nan;nan
Calle 5714;44;23;44;24;26;nan;nan
Calle 5715;44;24;44;25;26;nan;nan
Calle 5716;44;25;44;26;26;nan;nan
Calle 5717;44;26;44;27;26;nan;nan
Calle 5718;44;27;44;28;26;nan;nan
Calle 5719;44;28;44;29;26;nan;nan
Calle 5720;44;29;44;30;26;nan;nan
Calle 5721;44;30;44;31;26;nan;nan
Calle 5722;44;31;44;32;26;nan;nan
Calle 5723;44;32;44;33;26;nan;nan
Calle 5724;44;33;44;34;26;nan;nan
Calle 5725;44;34;44;35;26;nan;nan
Calle 5726;44;35;44;36;26;nan;nan
Calle 5727;44;36;44;37;26;nan;nan
Calle 5728;44;37;44;38;26;nan;nan
Calle 5729;44;38;44;39;26;nan;nan
Calle 5730;44;39;44;40;26;nan;nan
Calle 5731;44;40;44;41;26;nan;nan
Calle 5732;44;41;44;42;26;nan;nan
Calle 5733;44;42;44;43;26;nan;nan
Calle 5734;44;43;44;44;26;nan;nan
Calle 5735;44;44;44;45;26;nan;nan
Calle 5736;44;45;44;46;26;nan;nan
Calle 5737;44;46;44;47;26;nan;nan
Calle 5738;44;47;44;48;26;nan;nan
Calle 5739;44;48;44;49;26;nan;nan
Calle 5740;44;49;44;50;26;nan;nan
Calle 5741;44;50;44;51;26;nan;nan
Calle 5742;44;51;44;52;26;nan;nan
Calle 5743;44;52;44;53;26;nan;nan
Calle 5744;44;53;44;54;26;nan;nan
Calle 5745;44;54;44;55;26;nan;nan
Calle 5746;44;55;44;56;26;nan;nan
Calle 5747;44;56;44;57;26;nan;nan
Calle 5748;44;57;44;58;26;nan;nan
Calle 5749;44;58;44;59;26;nan;nan
Calle 5750;44;59;44;60;26;nan;nan
Calle 5751;45;0;45;1;26;nan;nan
Calle 5752;45;1;45;2;26;nan;nan
Calle 5753;45;2;45;3;26;nan;nan
Calle 5754;45;3;45;4;26;nan;nan
Calle 5755;45;4;45;5;26;nan;nan
Calle 5756;45;5;45;6;26;nan;nan
Calle 5757;45;6;45;7;26;nan;nan
Calle 5758;45;7;45;8;26;nan;nan
Calle 5759;45;8;45;9;26;nan;nan
Calle 5760;45;9;45;10;26;nan;nan
Calle 5761;45;10;45;11;26;nan;nan
Calle 5762;45;11;45;12;26;nan;nan
Calle 5763;45;12;45;13;26;nan;nan
Calle 5764;45;13;45;14;26;nan;nan
Calle 5765;45;14;45;15;26;nan;nan
Calle 5766;45;15;45;16;26;nan;nan
Calle 5767;45;16;45;17;26;nan;nan
Calle 5768;45;17;45;18;26;nan;nan
Calle 5769;45;18;45;19;26;nan;nan
Calle 5770;45;19;45;20;26;nan;nan
Calle 5771;45;20;45;21;26;nan;nan
Calle 5772;45;21;45;22;26;nan;nan
Calle 5773;45;22;45;23;26;nan;nan
Calle 5774;45;23;45;24;26;nan;nan
Calle 5775;45;24;45;25;26;nan;nan
Calle 5776;45;25;45;26;26;nan;nan
Calle 5777;45;26;45;27;26;nan;nan
Calle 5778;45;27;45;28;26;nan;nan
Calle 5779;45;28;45;29;26;nan;nan
Calle 5780;45;29;45;30;26;nan;nan
Calle 5781;45;30;45;31;26;nan;nan
Calle 5782;45;31;45;32;26;nan;nan
Calle 5783;45;32;45;33;26;nan;nan
Calle 5784;45;33;45;34;26;nan;nan
Calle 5785;45;34;45;35;26;nan;nan
Calle 5786;45;35;45;36;26;nan;nan
Calle 5787;45;36;45;37;26;nan;nan
Calle 5788;45;37;45;38;26;nan;nan
Calle 5789;45;38;45;39;26;nan;nan
Calle 5790;45;39;45;40;26;nan;nan
Calle 5791;45;40;45;41;26;nan;nan
Calle 5792;45;41;45;42;26;nan;nan
Calle 5793;45;42;45;43;26;nan;nan
Calle 5794;45;43;45;44;26;nan;nan
Calle 5795;45;44;45;45;26;nan;nan
Calle 5796;45;45;45;46;26;nan;nan
Calle 5797;45;46;45;47;26;nan;nan
Calle 5798;45;47;45;48;26;nan;nan
Calle 5799;45;48;45;49;26;nan;nan
Calle 5800;45;49;45;50;26;nan;nan
Calle 5801;45;50;45;51;26;nan;nan
Calle 5802;45;51;45;52;26;nan;nan
Calle 5803;45;52;45;53;26;nan;nan
Calle 5804;45;53;45;54;26;nan;nan
Calle 5805;45;54;45;55;26;nan;nan
Calle 5806;45;55;45;56;26;nan;nan
Calle 5807;45;56;45;57;26;nan;nan
